track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,sections,target,chart_date,duration_ms,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists
Neo-Tokyo - Dance With The Dead Remix,Scandroid,spotify:track:44K1GCbNLf1NHlCaLaYONk,0.467,0.9540000000000001,0,-4.137,0,0.0414,1.64e-05,0.9079999999999999,0.0856,0.061,122.00399999999999,4,11,0,,352105,56,2017-03-31,0,60,216107,2,"['27qG899eLldfpYtPr3S3NJ', '2KtnZQwMQJN3uyI8eHZRvm']"
Feelin (feat. Spinn & Taso),DJ Rashad,spotify:track:02RjeZNfU1hEicU6sZVT4J,0.374,0.836,4,-7.502999999999999,1,0.0738,0.00011499999999999999,0.737,0.34600000000000003,0.0937,79.916,4,10,0,,270815,22,2014-07-01,0,38,33429,3,"['4zGBj9dI63YIWmZkPl3o7V', '0ZGOz1bQgvsT4KSzHB1dg9', '0zN0VIGQs6bYKzrB7EQYhC']"
Lola Montez,Volbeat,spotify:track:4NiIVDc0o0bmRiKrcFAggO,0.513,0.875,2,-4.819,1,0.0336,0.000139,3.28e-05,0.0715,0.677,151.986,4,9,0,,267680,12,2019-09-13,0,75,1677890,1,['0L5fC7Ogm2YwgqVCRcF1bT']
Nasty,Datsik,spotify:track:6Rxa3iS3kpo9iTHg97Vxo3,0.461,0.9640000000000001,1,-3.275,1,0.223,0.00025,0.3,0.247,0.0558,112.586,3,7,0,,217600,51,2016-12-16,0,59,575337,2,"['48q2mPVwlKnlSaCx07i6Ta', '4FXGRMSHh2JjHxVwS8dhH1']"
Without You,for KING & COUNTRY,spotify:track:5Z2TvUNflVYGsoFGkvAKzE,0.327,0.26899999999999996,4,-12.912,1,0.0339,0.825,0.000234,0.10800000000000001,0.0857,141.514,4,11,0,,292693,47,2015-10-22,0,69,686611,2,"['3sDbKMebVH2VYcRSl7u1VC', '0d8odIvbXq4hPIIv1C4KvV']"
Guitaria,Deep Dive Corp.,spotify:track:1EFaqDuClmdJX6F2uCtC47,0.6970000000000001,0.8059999999999999,6,-11.305,1,0.053,0.000148,0.909,0.10300000000000001,0.382,112.009,4,13,0,,323571,21,2012-07-30,0,42,7619,1,['2Xn8Gef5Hv2QOWYlXs2gTb']
Perchtenzeit,tuXedoo,spotify:track:4fNUS32B6pbI2UOuYxmo7A,0.44299999999999995,0.951,5,-4.227,1,0.084,0.0035700000000000003,0.000162,0.125,0.287,142.048,4,9,0,,217502,0,2018-02-03,0,13,1131,1,['44irRUOhAfb0ochWsW4sG1']
Lavender Blue (Dilly Dilly) - Instrumental,Fred Mollin,spotify:track:41xfXGP8qwohCKMIv61DmF,0.68,0.331,0,-12.275,1,0.0596,0.985,0.855,0.0951,0.674,92.029,4,4,0,,91213,46,2014-01-01,0,62,2707,1,['0qPfO5FCAsfqK3pgqBSAJR']
Tao Energy,Dr. Sounds,spotify:track:1Y4cxtce6Z1s9ztGRL8VYf,0.18,0.0221,9,-28.586,0,0.0658,0.971,0.9259999999999999,0.0847,0.0394,134.827,1,23,0,,456577,0,2015-05-28,0,40,2363,1,['2FOROU2Fdxew72QmueWSUy']
Minimal Steps,Floating Lights,spotify:track:4e0tEyJzuJ0ZnsaQMLKv9x,0.507,0.08900000000000001,0,-22.759,1,0.0296,0.9329999999999999,0.887,0.0829,0.0509,98.031,4,14,0,,330710,3,2019-07-17,0,45,4448,1,['6E3cU2m1CXkoGwYsPlTeuw']
Stoner Punk,Warcollapse,spotify:track:05wiR6qBsJcUBXfbasZint,0.242,0.9940000000000001,7,-3.68,1,0.113,0.0236,0.722,0.45299999999999996,0.0401,127.49600000000001,4,6,0,,138960,0,2018-08-21,0,16,3987,1,['28CQzvKuhUrHdg3OzVp5Ut']
Garden in the Bones,Periphery,spotify:track:5fauFOWxPFk36Ui433FNRB,0.517,0.971,4,-5.189,1,0.0778,0.0057,3.75e-05,0.325,0.363,135.004,4,12,0,,356506,0,2019-04-05,0,60,327407,1,['6d24kC5fxHFOSEAmjQPPhc']
Mysteries,Keith Jarrett,spotify:track:7B8Biu5B3O4YuZH3c6tIqg,0.192,0.447,7,-15.217,1,0.0445,0.868,0.1,0.0784,0.254,68.058,4,33,0,,910213,0,2016-11-08,0,61,219068,1,['0F3Aew9DSd6fb6192K1K0Y']
"Milegi Milegi (From ""Stree"")",Mika Singh,spotify:track:52uiJsA4FrtAZlgqxCJwJI,0.843,0.892,2,-4.371,1,0.0527,0.0512,1.13e-06,0.10099999999999999,0.655,125.991,4,9,0,,153744,51,2018-08-02,0,69,3502559,2,"['5T2I75UlGBcWd5nVyfmL13', '1mBydYMVBECdDmMfE2sEUO']"
Borderline,Novembers Doom,spotify:track:5Z8T4vsL4PovqimYlbbGVf,0.5539999999999999,0.746,10,-8.779,0,0.0329,0.00305,0.13,0.107,0.341,120.098,4,15,0,,543213,0,2017-04-14,0,37,36008,1,['7CPjagX3gF7woK0P7YNuKd']
Young Love,Ducktails,spotify:track:7roquBgqjDT0yJbnUM9XR4,0.5429999999999999,0.8109999999999999,4,-5.642,0,0.0275,0.00549,0.0324,0.237,0.434,134.985,4,9,0,,218818,14,2019-09-30,0,41,57558,1,['5FQbU5Lrb4pFcW45ZgZzMx']
Blue Monk,Thelonious Monk,spotify:track:2ul1uIgptw43J3BkpA2g69,0.433,0.36700000000000005,3,-15.472999999999999,1,0.0394,0.767,0.588,0.126,0.616,147.006,4,19,0,,459866,39,2017-12-15,0,60,451735,1,['4PDpGtF16XpqvXxsrFwQnN']
Love in the Cemetery,Lord Kitchener,spotify:track:35lw3Neh7Tdb6cOM8bxbHa,0.551,0.618,7,-11.204,1,0.0698,0.797,0.0,0.126,0.963,99.088,4,10,0,,209853,27,2011-09-01,0,36,7944,1,['7FL6vuQ7VGJvOiZUukHAcK']
Inside Out,Spoon,spotify:track:7qCZgvV98j6RjUULW1s1it,0.621,0.62,0,-4.721,1,0.0293,0.45899999999999996,0.162,0.0771,0.515,176.016,4,15,0,,301960,62,2014-08-05,0,63,471886,1,['0K1q0nXQ8is36PzOKAMbNe']
Row Row,Zeal & Ardor,spotify:track:3RbiWVIynzvw542GqAIvD2,0.496,0.8809999999999999,8,-7.266,1,0.055,0.000611,0.000106,0.44,0.344,95.04,4,9,0,,186026,36,2018-06-08,0,54,95607,1,['6yCjbLFZ9qAnWfsy9ujm5Y']
Behind The Scenes,Bugseed,spotify:track:1qsR7mI2NFDaYSZG5ni4Gl,0.379,0.475,5,-6.426,1,0.111,0.13,0.852,0.27699999999999997,0.16899999999999998,174.373,4,7,0,,132374,0,2019-10-18,0,41,9186,1,['0ObliAtls0po56kVnacsOd']
Sweet in the Middle,DaVido,spotify:track:2ylO41DTQwQv1QH1mSP3cH,0.71,0.603,8,-7.234,0,0.11,0.33,0.0,0.358,0.434,109.81200000000001,4,11,0,,248727,47,2019-11-22,0,73,454072,4,"['0Y3agQaa6g2r0YmHPOO9rh', '5x2vmU3Hj2Y66luW7c7vIn', '5DfaMudUwkoz6TAPYifqkJ', '4mSWNal2Ixxf1zrXSTLoep']"
The Heavy Metal Dub,Scientist,spotify:track:5vkqa0hcf4PXzqC9HK23Jp,0.637,0.8690000000000001,7,-4.56,1,0.0373,0.0018,0.588,0.311,0.755,138.842,4,12,0,,220069,6,2015-06-27,0,44,41992,1,['1edl5fzpdS471TaQ8Bgs3w']
Stomach It,Crywolf,spotify:track:0MsGeX5id3jBCMzGs8tqu1,0.599,0.313,11,-10.530999999999999,1,0.0386,0.375,6.8e-05,0.41700000000000004,0.0692,121.986,4,13,0,,346661,48,2015-06-23,0,73,961743,2,"['33o00sXuyWiApOFzo0vr0z', '1t20wYnTiAT0Bs7H1hv9Wt']"
Que Te Vaya Bien,Grupo Jalado,spotify:track:5IdaVuUzEDF3T56U5vS5ck,0.8220000000000001,0.705,7,-3.147,1,0.0373,0.495,1.2e-05,0.115,0.938,94.01100000000001,4,10,0,,217586,64,2017-09-07,0,57,85916,1,['71mQj8OrRgy3smRMjnFioM']
South,Galimatias,spotify:track:7L5P30Eg8eta8Q9em2VteI,0.6940000000000001,0.33299999999999996,0,-11.107999999999999,0,0.0651,0.6459999999999999,0.0253,0.10800000000000001,0.433,76.013,4,6,0,,215526,44,2018-04-26,0,64,106098,1,['0tOrKkXIn3VYyVHFEPG6Xd']
Everyday,Weyes Blood,spotify:track:5bDXDHFVw0dscRDv0Qu1bu,0.478,0.569,2,-7.252000000000001,1,0.0308,0.27399999999999997,5.04e-05,0.0938,0.418,112.963,4,12,0,,307013,51,2019-04-05,0,62,150505,1,['3Uqu1mEdkUJxPe7s31n1M9']
Heathens,Boston Manor,spotify:track:189ho2EWK86V7I7X0Ecwma,0.35,0.924,3,-5.776,0,0.0955,0.185,2.12e-05,0.0986,0.185,179.907,4,11,0,,226466,43,2017-07-14,0,54,87824,1,['4WjeQi9wm84lYTIWZ95QoM']
The Geocide,Cattle Decapitation,spotify:track:2ChIRDmcpyP9F7kit0O73V,0.248,0.98,8,-3.718,1,0.153,6.21e-06,0.38799999999999996,0.0763,0.109,146.028,4,10,0,,222965,42,2019-11-29,0,50,123122,1,['67ZMMtA88DDO0gTuRrzGjn']
The Shadow of Your Smile,Scott Hamilton,spotify:track:5Bl1TC8Y1qh3ui6fGSWL5a,0.48700000000000004,0.135,2,-11.210999999999999,0,0.0434,0.915,0.0035299999999999997,0.6859999999999999,0.24,105.854,5,18,0,,388346,56,2017-01-06,0,58,32186,4,"['7sBx432MZn1MzHeYHAA5qr', '2Ror5pi9KTS40JRNzcWxj3', '60JCzYj9SSZ3DZdyONwr5P', '1TYodU4WCCM39ztPleTYuy']"
They Say It's Wonderful (feat. Johnny Hartman),John Coltrane,spotify:track:44ID8h4ZC7GsMjUieOqomQ,0.40299999999999997,0.122,3,-17.423,1,0.0338,0.973,0.603,0.11699999999999999,0.151,100.839,4,10,0,,321400,1,2015-08-21,0,68,1232401,2,"['2hGh5VOeeqimQFxqXvfCUf', '7qVvIFc9DktkAc0HKzRhNo']"
Eternal Destruction,Blasfemia,spotify:track:7KJbrCpABypcvRJp83Gy3P,0.184,0.938,8,-7.097,1,0.0599,2.74e-06,0.955,0.17600000000000002,0.319,97.26899999999999,4,13,0,,279591,1,2016-04-18,0,1,120,1,['7EsY4c6FShZBABJoSkgikh']
Rise the Wrath of Satan,Invincible Force,spotify:track:4kTr911YHfcLg8rqdAP2nr,0.18600000000000003,0.98,6,-6.763,1,0.40700000000000003,0.0575,0.9209999999999999,0.35200000000000004,0.038,176.72299999999998,3,8,0,,179480,1,2015-03-10,0,10,876,1,['1DC1n9qSONuoXOYRh28ATo']
Humans Are Such Easy Prey,Perturbator,spotify:track:67dA1a6OCUtLHgq9qdQ216,0.44799999999999995,0.893,1,-2.568,1,0.0367,0.0002,0.893,0.0706,0.033,120.988,4,10,0,,262720,55,2014-06-17,0,59,203514,1,['244uLu9lkdw39BJwlul3k8']
Old Metal,Power From Hell,spotify:track:6BOMtKJHWv7ckkV7QN9lCj,0.331,0.8340000000000001,7,-9.068999999999999,1,0.0752,3.56e-06,0.948,0.0791,0.44,78.337,4,6,0,,201131,16,2015-11-27,0,18,6392,1,['1LC9G5jqosufT48QBBqwl7']
La crucifixion,Mon Cote Punk,spotify:track:0ubaO435fw3KoNHDQvUbCJ,0.5870000000000001,0.603,2,-8.381,1,0.452,0.617,0.0,0.0974,0.675,141.85399999999998,4,13,0,,274573,5,2011-11-07,0,25,9356,1,['6gGKHWCiPR1xXMTVoLSckV']
Valley View Avenue,K-Drama,spotify:track:2dNiSDv7YpbYf9PXaGclZ5,0.657,0.927,9,-4.0969999999999995,1,0.17600000000000002,0.14800000000000002,0.0,0.0606,0.49200000000000005,80.036,4,14,0,,276015,0,2017-06-23,0,28,12033,1,['1PXBwNCd6LaX8iJTDwdC30']
Boiled Peanuts,Astronautalis,spotify:track:1OlGb16N3aM3agFsyTRJe8,0.7040000000000001,0.6809999999999999,6,-7.777,1,0.0356,0.0255,0.0011,0.337,0.185,120.029,4,24,0,,425859,44,2016-05-13,0,80,3324956,2,"['6PWRJs1FosHp8Cqx0Nmswj', '56oDRnqbIiwx4mymNEv7dS']"
America,Razorlight,spotify:track:0vVxIQdqs8uVqoWqNpkzwa,0.314,0.565,2,-5.022,1,0.0317,0.295,6.85e-06,0.345,0.184,89.87899999999999,4,5,0,,250600,45,2018-07-20,0,62,402176,1,['450iujbtN6XgiA9pv6fVZz']
"Plie 3/4, Don Quixote, Act III",Nina Miller,spotify:track:0FQrjKPqP6A5AaR7NjISER,0.461,0.11800000000000001,3,-17.041,1,0.047,0.9940000000000001,0.927,0.335,0.0563,108.834,3,7,0,,141991,20,2014-03-07,0,45,1825,1,['3FpRoaNAbahPcrnAoiTeTs']
Full Metal Jacket,Yellowman,spotify:track:2H1NO6cgmK3tU0IjnYRZ3l,0.807,0.49200000000000005,9,-15.225999999999999,1,0.179,0.00277,0.0,0.102,0.491,179.55599999999998,4,13,0,,224440,0,2010-05-01,0,52,123705,2,"['6yTNMMqumesCWhMJ47HB2a', '5sCZ2Gc3nZaE3Cav8WG7WG']"
Confused Mind,Destruction,spotify:track:5cCY5esWHEXtdiHgLew3Ux,0.326,0.987,2,-4.775,1,0.155,0.000167,0.733,0.17300000000000001,0.213,103.765,4,12,0,,350626,0,2017-11-10,0,43,166441,1,['5d6KI8frPEo3qGsIL8Sak2']
Adore,Cashmere Cat,spotify:track:34HwOOG2tTiz6tAN9h83YT,0.33399999999999996,0.622,5,-5.611000000000001,0,0.0632,0.0826,1.34e-05,0.106,0.209,139.546,4,10,0,,216000,54,2015-02-24,30,98,52592119,2,"['2LZDXcxJWgsJfKXZv9a5eG', '66CXWjxzNUsdJxJ2JdwvnR']"
"Amy, Fred, Meg & John",Alexandre Desplat,spotify:track:186wyDqAoderealVY95g28,0.23,0.0973,5,-22.267,1,0.0357,0.96,0.39299999999999996,0.0836,0.0389,101.29700000000001,4,9,0,,228626,37,2019-12-13,0,71,231603,1,['71jzN72g8qWMCMkWC5p1Z0']
Return to Infinity,Cerebral Fix,spotify:track:1l2cOZbfG64M6nOCJVKAsm,0.0936,0.818,9,-10.515999999999998,1,0.0597,2.96e-06,0.316,0.11800000000000001,0.37200000000000005,74.109,4,13,0,,290666,0,2013-11-01,0,5,822,1,['4lnihhIhtpWLpirF5zWDXZ']
Morattu Single,Hiphop Tamizha,spotify:track:6M8B0tsblkkeJKtyI9NQhR,0.595,0.9520000000000001,2,-2.842,1,0.16,0.557,0.0,0.366,0.77,160.003,4,10,0,,186711,46,2019-04-03,0,65,1400649,2,"['7zFBW2JxM4bgTTKxCRcS8Q', '4sdcjfLzvLC1IUYFwCAWHn']"
Before You Wake Up,Adekunle Gold,spotify:track:2PKRz9DR6lUX6zAJgW5aRV,0.629,0.821,8,-3.4,0,0.17,0.499,0.0,0.41100000000000003,0.715,63.59,5,6,0,,174500,51,2019-03-01,0,59,70753,1,['2IK173RXLiCSQ8fhDlAb3s']
Marry Poppin,Joey Trap,spotify:track:4Efj3xq7pQkq2o77vBSru3,0.894,0.5589999999999999,0,-9.577,1,0.366,0.0347,0.0,0.0936,0.331,81.991,4,3,0,,82200,20,2019-07-19,0,62,499910,1,['0qpRQJnULShIWFKhcW5pce']
Par Avion,The American Dollar,spotify:track:5knokEfY6UDmdDIUvVOZCI,0.387,0.457,0,-15.727,1,0.0489,0.584,0.9440000000000001,0.0964,0.235,110.155,4,15,0,,225706,11,2010-06-20,0,49,45650,1,['5r4OqYJL7JrtZlffx7FJlb']
Elisa's Theme,Alexandre Desplat,spotify:track:0Cr1H8kCXN5qBAQCHYtVGu,0.447,0.168,10,-17.865,1,0.0372,0.988,0.804,0.0979,0.272,180.063,3,8,0,,156466,56,2017-12-01,0,71,231603,1,['71jzN72g8qWMCMkWC5p1Z0']
6 Chansons: No. 5. Aujourd'hui le ciel est noir… (Today the sky is black),Iannis Xenakis,spotify:track:4NUQF1JcqYg8Swx4WL6f2D,0.5820000000000001,0.0103,1,-28.291999999999998,1,0.1,0.993,0.9359999999999999,0.102,0.363,100.704,4,7,0,,140640,37,2015-05-05,0,31,20430,2,"['399s62PfwKlLnrLvBjWFYB', '1VAROhCPJ12gotkD2SveHi']"
Snagglepuss,VibeSquaD,spotify:track:2RAKxWCWNoILtUKKs9k4SX,0.813,0.765,4,-6.556,0,0.135,0.0259,0.545,0.665,0.861,102.01100000000001,4,12,0,,269840,1,2010-01-01,0,30,13101,1,['5lle26yzjJ832LNygnbvPW']
Inoculate the Innocuous,The Unicorns,spotify:track:17DkINHP2qVaSWx31M13dh,0.36200000000000004,0.45,7,-8.204,1,0.0628,0.312,0.332,0.0965,0.162,83.441,4,14,0,,318226,30,2014-07-29,0,43,59124,1,['7L5HH5QtkDe7u2hJ1FUKFo']
Chebika - Claudio Mate Metal Remix,Stefano Patarnello,spotify:track:0YkwW7xMVWf675IDeTXvgo,0.624,0.863,7,-8.142000000000001,0,0.03,3.78e-06,0.945,0.0849,0.0394,119.993,4,12,0,,386000,0,2014-10-17,0,1,478,2,"['2PoYQgahZ587xnM1Y6kla4', '0b3scCOmbldVtJgOJT0hy3']"
Stars Before The Sun,Capstan,spotify:track:3tTtwKs8ZlE9fbSdMla9EM,0.20199999999999999,0.946,5,-2.677,1,0.188,0.000236,0.000151,0.0808,0.344,179.739,3,9,0,,207106,46,2019-09-20,0,47,31525,1,['3cb9CRWtkBQNjVLQNLP9FE']
DAT Beats,Ran Slavin,spotify:track:1qU6f99vBTQjTQnQjWPcMH,0.381,0.369,7,-14.519,1,0.322,0.22399999999999998,0.82,0.0986,0.365,69.726,3,28,0,,589680,0,2010-11-01,0,1,160,1,['2cfaPSaLLz3tlXnpzGRzhz']
Troubled Air,Sunn 0))),spotify:track:7hzrqJQMQiH0qR4Zd4NVoG,0.131,0.0326,7,-7.983,1,0.0441,0.0103,0.747,0.11800000000000001,0.0324,100.59700000000001,4,37,0,,705584,26,2019-04-26,0,38,101843,1,['2e7hYqRjL82c1nIoREHc4J']
Starsoul,Lazy Hammock,spotify:track:2VxzP1Ku5EqDnO33E7p4Bh,0.708,0.5489999999999999,9,-11.487,0,0.0697,0.0009660000000000001,0.24100000000000002,0.267,0.322,89.99600000000001,4,21,0,,465973,3,2014-01-01,0,35,3324,1,['2DNsQfsgGeaQwnyc6pdMNz']
Playing Dead,"Chunk! No, Captain Chunk!",spotify:track:4KuwjTOfniivWFKJz3p1yW,0.512,0.982,10,-4.203,1,0.151,0.00043200000000000004,0.00023999999999999998,0.294,0.37200000000000005,122.022,4,7,0,,209826,42,2015-01-01,0,50,128096,1,['03jrbNTeSKP9m161juhm0h']
"English Suite No. 2 in A Minor, BWV 807: IV. Sarabande",Johann Sebastian Bach,spotify:track:7blb1JcEUpsmYjjGLa34eK,0.455,0.0358,9,-26.109,0,0.0555,0.995,0.937,0.0649,0.152,70.453,1,9,0,,225653,0,2014-02-04,0,81,2935996,2,"['5aIqB5nVVvmFsvSdExz408', '35t6kfXIBx1WFpDelaCW7r']"
Tainted Metal,Hammerfall,spotify:track:1HTq9HfJ8r9PJ67sjSadfX,0.19699999999999998,0.963,6,-4.973,0,0.071,6.1e-06,0.00074,0.0363,0.501,80.025,4,11,0,,275805,23,2014-08-27,0,61,418351,1,['2o18h28enlHxj887tATc58']
Army of the Night,Powerwolf,spotify:track:5f1x0u2s0qrAk6IlqRKdHc,0.42200000000000004,0.9690000000000001,1,-3.56,0,0.0556,0.00054,0.0,0.281,0.5770000000000001,171.99,4,9,0,,201386,14,2015-11-13,0,69,478607,1,['5HFkc3t0HYETL4JeEbDB1v']
Heart of Metal (Remix),Ultimatum,spotify:track:3Fe0QFsMXY0gbeJo4exiNo,0.599,0.945,10,-4.1819999999999995,0,0.0768,0.00499,1.63e-05,0.096,0.308,95.954,4,16,0,,279400,4,2012-10-30,0,9,1640,1,['2h6Pq9WnRGxJRt4u7oljIe']
Necromaniac,Exhumed,spotify:track:26vQ4HJAxBktwOqXy8Raoe,0.47600000000000003,0.988,10,-7.0089999999999995,0,0.135,0.00025299999999999997,0.387,0.28300000000000003,0.263,110.179,4,9,0,,165840,10,2015-02-10,0,34,37814,1,['2OjtmMho2pBS86zQ1PliRu']
"Symphony No. 7, ""Angel of Light"": III. Come un sogno",Einojuhani Rautavaara,spotify:track:5D1C13JHD5kCD94O8WnXK1,0.10099999999999999,0.0292,1,-31.949,1,0.0426,0.308,0.87,0.11199999999999999,0.0288,62.928999999999995,4,29,0,,615693,25,2011-10-04,0,37,10876,3,"['3MXhtYDNuzQQmLfOKFgPiI', '7xe7rH5SJ5Z3PzZvqAU2nq', '1AZTVGOm7t5zkOcweZBivz']"
Better Run,Dub Inc.,spotify:track:4sDidFl2yb1cBtOBzxaVM6,0.7490000000000001,0.631,7,-6.037000000000001,1,0.05,0.141,0.0,0.111,0.529,87.979,4,11,0,,235773,40,2013-10-14,0,60,227925,1,['0fSuChlRe8ZYtVFYDoG87U']
Lizard - Claxixx Mix,Mauro Picotto,spotify:track:5y3RCEHsystHsdaN6DiFnt,0.745,0.86,9,-10.044,0,0.0531,0.00817,0.841,0.11199999999999999,0.08199999999999999,134.30100000000002,4,6,0,,164541,19,2019-05-31,0,54,50296,1,['0MNSDAOCHF7f2ZfAYxZ9bp']
Molokai Slide,Ehukai,spotify:track:0nvFnhFthibvSO9Y6TwGvW,0.845,0.374,5,-13.413,1,0.0653,0.46,0.0,0.0833,0.961,115.036,4,11,0,,241059,40,2002-09-30,0,29,6327,1,['2S4sdtbHqbwRnqTTOgkM5D']
Roll the Dice,Wolfpack,spotify:track:5jj9Z63XHpM4CZDku1EQ2k,0.40700000000000003,0.9740000000000001,2,-4.599,1,0.0596,3.07e-06,0.35100000000000003,0.183,0.429,94.955,4,8,0,,131360,6,2016-04-22,0,20,2009,1,['7MSfk8zdB7AtJvj8KMJpss']
What A Wonderful World & Somewhere Over The Rainbow [Instrumental Hawaiian Ukulele Medley],John Story,spotify:track:4wBu1yILekp1hZQKWXhQpN,0.564,0.318,0,-13.652000000000001,1,0.0616,0.899,0.96,0.0858,0.742,170.707,4,8,0,,182000,37,2016-07-25,0,49,1417,1,['48vLiUk4YTBbKHdpeIP6jt']
Brethren of the Pentagram,Lock Up,spotify:track:5jHBy1bwpUMET0ad6Ug3KK,0.34299999999999997,0.978,6,-5.064,1,0.16399999999999998,7.74e-06,2.86e-06,0.374,0.0832,120.62899999999999,1,5,0,,95546,0,2014-04-04,0,22,12991,1,['0AKZrsOYW77C7QW1jzdhNX']
Conqueror of the Apocalypse - Remastered,Disparaged,spotify:track:4CvBUpUoFvidPasGk6Idre,0.114,0.879,10,-5.71,0,0.0766,4.1200000000000005e-05,0.0864,0.0842,0.213,68.509,4,13,0,,355613,0,2016-09-30,0,6,540,1,['5aMFBCr3dY7YgkZIfeGPmo']
Cold Summer (feat. Tee Grizzley),Jeezy,spotify:track:1ePdxyyF6tntoUAf8PZQuF,0.701,0.731,11,-4.5280000000000005,0,0.213,0.0355,0.0,0.389,0.36,90.015,4,8,0,,181346,42,2017-12-15,1,75,3758210,2,"['4yBK75WVCQXej1p04GWqxH', '6AUl0ykLLpvTktob97x9hO']"
Touch Me,Clinic,spotify:track:7ibdlh8S0E898zZNDmNefJ,0.636,0.565,1,-9.193999999999999,1,0.0311,0.004370000000000001,0.276,0.376,0.53,87.993,4,11,0,,197538,9,2014-03-04,0,37,31343,1,['7icDkrFloDss50hoqQ3Kkj']
pictures feat. Kacey Musgraves,Judah & the Lion,spotify:track:1zZIVe9x0JhdhpuQjLTjIM,0.5670000000000001,0.542,2,-6.64,1,0.0309,0.309,0.000342,0.0734,0.22899999999999998,125.16,4,11,0,,253868,60,2019-08-07,17,76,1079027,2,"['3wWtfT7S2uVJJ3hGZlOLkZ', '70kkdajctXSbqSMJbQO424']"
Wolf Finder General,Winterwolf,spotify:track:7dr3oCj1o5duGCZN3lVWin,0.233,0.925,6,-9.545,1,0.094,5.42e-06,0.9209999999999999,0.265,0.172,135.497,4,6,0,,165448,0,2019-06-14,0,6,1297,1,['0i8pqigDVvVXfmrG9rEBp7']
Money,Leonardo Da Vinyl,spotify:track:0JmN63trKkriJWaor4r9nk,0.649,0.652,8,-13.640999999999998,1,0.0382,0.00145,0.5479999999999999,0.0574,0.47100000000000003,108.00200000000001,4,13,0,,331675,0,2015-08-28,0,0,28,1,['221GIaTvE0kyAhhFcl44hk']
Baby Swing - Radio Edit,Phos Toni,spotify:track:3kpbLXeL4vSyLB4wYUKP45,0.8340000000000001,0.731,11,-4.439,0,0.266,0.115,0.000268,0.368,0.828,121.93,4,6,0,,190143,10,2019-12-17,0,35,1350,1,['1D2acYwVzm55CayJwUwqB5']
Death Grips,Mason Jennings,spotify:track:50rm7j7JKHMeM2PpoELhk4,0.214,0.8320000000000001,6,-6.645,1,0.0507,0.284,2.33e-05,0.546,0.23,74.541,4,8,0,,226086,13,2016-03-18,0,47,53623,1,['6CQrZZn0g2ZNfIcXbi4pdo']
Ride 4 Me (feat. PnB Rock),Rosewood Bape,spotify:track:5EDew6KNlMSnGmnlIiuIH8,0.7120000000000001,0.655,6,-5.3229999999999995,0,0.0686,0.5920000000000001,0.0,0.122,0.721,94.991,4,6,0,,189467,16,2017-08-15,1,80,2739063,2,"['0Bjg3k7A07RHnxbihnOncm', '21WS9wngs9AqFckK7yYJPM']"
Worldless,I Will Never Be The Same,spotify:track:5PDTYfgeyl9EYEdztUx4Ob,0.358,0.818,1,-7.365,0,0.059000000000000004,8.06e-05,0.000752,0.145,0.424,90.038,4,8,0,,205320,3,2019-05-03,0,32,9087,1,['5gWDvr9V4KoC2boyZD13WT']
New Salem,Misery Index,spotify:track:4Hl8ohhuAt8AvjIGsyfuli,0.32899999999999996,0.9329999999999999,1,-4.336,1,0.0552,3.47e-06,4.09e-06,0.059000000000000004,0.261,104.676,4,11,0,,203960,35,2019-03-08,0,36,40377,1,['1kTUJy3zL57iEANLB9FpIA']
Sleep Hibernation,Moon Laika,spotify:track:0ek2PwrDkUWRqoaTq6WKDj,0.142,0.013000000000000001,7,-33.299,1,0.0428,0.9840000000000001,0.909,0.0994,0.0708,72.917,4,7,0,,175132,63,2019-06-14,0,54,1954,1,['4xahRLuZzobrHSZMsJFtyC']
The Healing Process,Koh Lantana,spotify:track:23puVz6Rhiq8Wax9KxnZtW,0.24100000000000002,0.0553,3,-23.605,1,0.0336,0.9259999999999999,0.93,0.10800000000000001,0.0643,135.859,1,11,0,,161442,61,2018-11-14,0,52,2951,1,['5D20KUB6A3CzLjb2DfRJqc']
10.000 Falls,Logical Terror,spotify:track:774fmDmDlvsKYdcdBnjp1Z,0.429,0.924,11,-6.456,0,0.135,0.0013599999999999999,9.78e-06,0.345,0.209,180.033,4,12,0,,241583,0,2018-01-12,0,19,2527,1,['71RNihAnOuMIGlq9zQiDXx']
Art House Director,Broken Social Scene,spotify:track:5feuZknKlJYGMPvWvKrpwt,0.46399999999999997,0.7659999999999999,7,-5.297999999999999,1,0.040999999999999995,0.000122,0.0275,0.544,0.335,130.458,5,6,0,,212173,19,2010-05-04,0,56,278273,1,['7lOJ7WXyopaxri0dbOiZkd']
Tropicana Fruit Juice,Ycee,spotify:track:5EIVA0ZDr605FzZpnskzBc,0.82,0.38,0,-7.989,0,0.0502,0.41600000000000004,2.5300000000000002e-05,0.0952,0.647,95.00399999999999,4,4,0,,245864,54,2018-02-01,0,55,149233,2,"['5zqRdlPXeCIuxgaPimSKXj', '4QorJVeBcR8p3rOveZtpSk']"
