name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id
Cheap Thrills,Sia,3S4px9f4lceWdKf0gWciFu,0.628,0.698,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211666,4,10,1,2016-03-05,71,2016-10-21,78,90,17724921,1,['5WUlDfRSoLAfcVSX1WnrxN'],6,5WUlDfRSoLAfcVSX1WnrxN
Never Forget You,Zara Larsson,6hmhG1b4LEyNuashVvuIAo,0.583,0.732,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.99200000000005,213427,4,12,1,2016-03-05,75,2017-03-17,0,84,8143991,2,"['1Xylc3o4UrD53lo9CvFvVg', '7uMh23xWiuR7zsNkuNcm2G']",11,1Xylc3o4UrD53lo9CvFvVg
Might Be,DJ Luke Nasty,7KLB6Jptw9wyQXkSLiO8qh,0.448,0.782,-6.766,0,0.458,0.378,0.0,0.114,0.6940000000000001,74.03699999999998,210703,4,7,1,2016-03-05,53,2015-09-08,0,54,89455,1,['1yZwlOVsfrp4wb6d29KkGM'],9,1yZwlOVsfrp4wb6d29KkGM
Think of You (Duet with Cassadee Pope) - Story Behind the Song,Chris Young,1MwhjvmxOhPTgs4BuHFP8t,0.632,0.32299999999999995,-14.042,0,0.951,0.8109999999999999,0.0,0.102,0.769,171.053,46253,4,3,1,2016-03-05,15,2015-11-13,174,71,2005832,1,['4BYxqVkZyFjtik7crYLg5Q'],10,4BYxqVkZyFjtik7crYLg5Q
Promise (feat. Fetty Wap),Kid Ink,5IZc3KIVFhjzJ0L2kiXzUl,0.797,0.469,-8.112,1,0.0646,0.0599,0.0,0.0753,0.481,103.057,224240,4,11,1,2016-03-05,65,2015-12-25,94,77,6458624,2,"['6KZDXtSj0SzGOV705nNeh3', '6PXS4YHDkKvl1wkIl4V8DL']",8,6KZDXtSj0SzGOV705nNeh3
That Don't Sound Like You,Lee Brice,2l1fWY1albInvAG9t8WP2p,0.5429999999999999,0.589,-9.496,1,0.0421,0.0236,2.99e-05,0.0798,0.255,129.813,210573,4,11,1,2016-03-05,58,2014-09-09,146,76,1373207,1,['5Zq7R5qmi58ByYyBQTlNuk'],4,5Zq7R5qmi58ByYyBQTlNuk
Low Life (feat. The Weeknd),Future,7EiZI6JVHllARrX9PUvAdX,0.722,0.331,-7.789,1,0.0725,0.337,0.28300000000000003,0.146,0.102,143.974,313546,4,13,1,2016-02-27,74,2016-04-13,154,96,34972904,2,"['1RyvyyTE3xzB2ZywiAwp0i', '1Xyo4u8uXC1ZmMpatF05PJ']",8,1RyvyyTE3xzB2ZywiAwp0i
Fly Sh!t Only,Future,0DjGbGJ38WVWZ4njffE5CN,0.688,0.736,-6.141,1,0.0314,0.382,8.99e-06,0.358,0.498,110.035,212986,4,11,1,2016-02-27,18,2016-04-13,154,91,9437495,1,['1RyvyyTE3xzB2ZywiAwp0i'],2,1RyvyyTE3xzB2ZywiAwp0i
Jimmy Choo,Fetty Wap,7s49Um7G06hq2rulrHPsIy,0.893,0.6459999999999999,-5.073,0,0.1,0.112,0.0,0.104,0.468,132.97,176855,4,8,1,2016-02-27,53,2016-02-05,151,77,3913060,1,['6PXS4YHDkKvl1wkIl4V8DL'],11,6PXS4YHDkKvl1wkIl4V8DL
Ophelia,The Lumineers,3d8y0t70g7hw2FOWl9Z4Fm,0.664,0.573,-6.519,1,0.0277,0.613,0.000363,0.0857,0.5660000000000001,76.023,160097,4,6,1,2016-02-27,74,2016-04-08,77,81,3981858,1,['16oZKvXb6WkQlVAjwo2Wbg'],5,16oZKvXb6WkQlVAjwo2Wbg
Die a Happy Man,Nelly,1mExCoXAGKI6abLGXoG7O3,0.65,0.745,-3.795,0,0.0333,0.0232,0.0,0.0754,0.16699999999999998,88.03200000000002,214495,4,12,1,2016-02-27,49,2016-02-05,405,79,1630416,1,['2gBjLmx6zQnFGQJCAQpRgw'],1,2gBjLmx6zQnFGQJCAQpRgw
Whisper,Chase Rice,6EdSZmWCQJfO8T66x9VCID,0.509,0.8909999999999999,-4.89,1,0.0757,0.0138,0.0,0.063,0.631,128.108,191213,4,6,1,2016-02-27,45,2016-02-05,33,69,833086,1,['6pBNfggcZZDCmb0p92OnGn'],2,6pBNfggcZZDCmb0p92OnGn
Little Bit of You,Chase Bryant,4AumKAnMygP1baZGTZrRdp,0.612,0.865,-4.277,1,0.0424,0.0639,0.0,0.0801,0.643,121.972,186240,4,6,1,2016-02-27,54,2014-09-23,8,48,193031,1,['7io3MyhMxDZoBYXp4rlRFA'],1,7io3MyhMxDZoBYXp4rlRFA
PILLOWTALK,ZAYN,0PDUDa38GO8lMxLCRc4lL1,0.584,0.7,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,202746,4,7,1,2016-02-20,78,2016-03-25,0,85,13397755,1,['5ZsFI1h6hIdQRw2ti0hz81'],11,5ZsFI1h6hIdQRw2ti0hz81
Summer Sixteen,Drake,17Q87zeXgsAi9iQQbMu9v0,0.594,0.46,-7.607,1,0.382,0.00354,2.71e-05,0.147,0.0541,146.274,202450,4,8,1,2016-02-20,56,2016-02-05,623,100,50573380,1,['3TVXtAsR1Inumwj472S9r4'],1,3TVXtAsR1Inumwj472S9r4
Hymn for the Weekend,Coldplay,3RiPr603aXAoi4GHyXx0uy,0.491,0.693,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258266,4,10,1,2016-02-20,78,2015-12-04,260,90,27688711,1,['4gzpq5DPGxSnKTe4SA8HAU'],0,4gzpq5DPGxSnKTe4SA8HAU
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,37FXw5QGFN7uwwsLy8uAc0,0.728,0.563,-8.052999999999999,0,0.134,0.621,0.0,0.179,0.35200000000000004,100.017,217706,4,10,1,2016-02-20,69,2016-01-29,29,90,34978207,2,"['6VuMaDnrHyPL1p4EHjYLi7', '0C8ZW7ezQVs4URX5aX7Kqx']",1,6VuMaDnrHyPL1p4EHjYLi7
YOUTH,Troye Sivan,1cOyWWUr3oXJIxY0AjJEx9,0.628,0.737,-4.437,1,0.041,0.0625,0.0,0.0777,0.5920000000000001,91.507,185194,4,11,1,2016-02-20,65,2015-12-04,1,82,5084579,1,['3WGpXCj9YhhfX11TToZcXP'],7,3WGpXCj9YhhfX11TToZcXP
Needed Me,Rihanna,4pAl7FkDMNBsjykPXo91B3,0.6709999999999999,0.314,-8.091000000000001,0,0.244,0.11,0.0,0.0825,0.29600000000000004,110.898,191600,4,7,1,2016-02-20,79,2016-01-28,741,92,39727628,1,['5pKCCKE2ajJHZ9KAiaK11H'],5,5pKCCKE2ajJHZ9KAiaK11H
"Jam (feat. Trey Songz, Ty Dolla $ign and Jamie Foxx)",Kevin Gates,2IAaBzOLUtr2hqcwOItFWJ,0.7440000000000001,0.633,-7.732,1,0.113,0.0333,0.0,0.14400000000000002,0.5489999999999999,120.011,213533,4,10,1,2016-02-20,52,2016-01-29,19,91,13368904,4,"['1gPhS1zisyXr5dHTYZyiMe', '2iojnBLj0qIMiKPvVhLnsH', '7c0XG5cIJTrrAgEC3ULPiq', '7LnaAXbDVIL75IVPnndf7w']",2,1gPhS1zisyXr5dHTYZyiMe
Work,Rihanna,72TFWvU3wUYdUuxejTTIzt,0.725,0.534,-6.238,1,0.0946,0.0752,0.0,0.0919,0.5579999999999999,91.974,219320,4,12,1,2016-02-13,76,2016-01-28,740,100,90301008,2,"['5pKCCKE2ajJHZ9KAiaK11H', '3TVXtAsR1Inumwj472S9r4']",11,5pKCCKE2ajJHZ9KAiaK11H
Bake Sale (feat. Travis Scott),Wiz Khalifa,2okC0OWtgS86P2LC18IzHy,0.855,0.522,-5.54,1,0.226,0.196,0.0,0.1,0.355,139.917,238530,4,13,1,2016-02-13,55,2016-02-05,189,96,22876098,2,"['137W8MRPWKqSmrBGDBFSop', '0Y5tJX1MQlPlqiwlOH1tJY']",3,137W8MRPWKqSmrBGDBFSop
Something In The Way You Move,Ellie Goulding,6Wytqpe4mfmyeT8s1xbczG,0.6579999999999999,0.8140000000000001,-6.157,0,0.0493,0.0398,0.0,0.114,0.316,109.004,227423,4,9,1,2016-02-13,56,2015-11-06,169,84,8600856,1,['0X2BH1fck6amBIoJhDVmmJ'],1,0X2BH1fck6amBIoJhDVmmJ
I Like The Sound Of That,Rascal Flatts,5S5rw0WLVCAux5B5bWCehK,0.611,0.8,-5.61,1,0.0377,0.257,0.0,0.194,0.527,89.97399999999998,209280,4,10,1,2016-02-13,66,2014-01-01,579,75,2543762,1,['0a1gHP0HAqALbEyxaD5Ngn'],0,0a1gHP0HAqALbEyxaD5Ngn
My Church,Maren Morris,1LM5zQv5pBKPyO7rm7Uz6U,0.517,0.743,-4.336,1,0.0363,0.243,3.36e-06,0.107,0.664,76.979,197930,4,6,1,2016-02-13,68,2017-03-17,0,80,526071,1,['6WY7D3jk8zTrHtmkqqo5GI'],9,6WY7D3jk8zTrHtmkqqo5GI
Country Nation,Brad Paisley,4yL5WpJZmoxAV4udhE55VY,0.387,0.861,-5.529,1,0.0413,0.0389,0.00047,0.1,0.482,177.94,225413,4,11,1,2016-02-13,46,2014-08-25,564,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],4,13YmWQJFwgZrd4bf5IjMY4
Humble And Kind,Tim McGraw,4Pn0JlCUusD2QHjADuOzuV,0.355,0.48,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.13699999999999998,100.956,259266,3,11,1,2016-02-13,68,2015-01-01,649,77,3353725,1,['6roFdX1y5BYSbp60OTJWMd'],11,6roFdX1y5BYSbp60OTJWMd
Bottom of the Bottle (feat. August Alsina & Lil Wayne),Curren$y,4WC72P8F0CnYmqoPYQ7JDD,0.7390000000000001,0.539,-9.735,1,0.337,0.0161,0.0,0.235,0.835,85.08200000000002,238338,4,12,1,2016-02-13,51,2015-12-04,0,92,12469796,3,"['6X8WdFjrNhXATMDSs26aCc', '19Fi1Rj7kk8kyiwxpXy3yM', '55Aa2cqylxrFIXC767Z865']",6,6X8WdFjrNhXATMDSs26aCc
Somewhere On A Beach,Dierks Bentley,5CG9Ps5ynNjpKJHmwc95pa,0.569,0.638,-6.557,1,0.0291,0.000547,0.0,0.0848,0.438,144.042,197120,4,8,1,2016-02-13,66,2016-06-10,351,72,2345076,1,['7x8nK0m0cP2ksQf0mjWdPS'],7,7x8nK0m0cP2ksQf0mjWdPS
Snapback,Old Dominion,7I5fYc4qKJddht8Ozhqqdx,0.687,0.7929999999999999,-3.577,1,0.0333,0.302,3.46e-06,0.1,0.6729999999999999,100.993,206506,4,8,1,2016-02-13,64,2015-11-06,20,73,877843,1,['6y8XlgIV8BLlIg1tT1R10i'],5,6y8XlgIV8BLlIg1tT1R10i
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,1MtUq6Wp1eQ8PC6BbPCj8P,0.664,0.7140000000000001,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,197933,4,7,1,2016-02-06,72,2016-05-06,65,76,1226073,2,"['2KsP6tYLJlTBvSUxnwlVWa', '5iNrZmtVMtYev5M9yoWpEq']",7,2KsP6tYLJlTBvSUxnwlVWa
Walking On A Dream,Empire of the Sun,5r5cp9IpziiIsR6b93vcnQ,0.871,0.701,-5.5939999999999985,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,198440,4,9,1,2016-02-06,76,2008-10-03,0,72,986971,1,['67hb7towEyKvt5Z8Bx306c'],5,67hb7towEyKvt5Z8Bx306c
Victorious,Panic! At The Disco,6od5hFv9IT5JHc7NEF9HRv,0.57,0.865,-4.518,1,0.0472,0.00205,0.0,0.404,0.691,110.01,178600,4,10,1,2016-02-06,71,2016-01-15,70,85,10094057,1,['20JZFwl6HVl6yg8a4H3ZqK'],8,20JZFwl6HVl6yg8a4H3ZqK
Death of a Bachelor,Panic! At The Disco,1BECwm5qkaBwlbfo4kpYx8,0.462,0.5379999999999999,-5.527,1,0.059,0.0137,0.0,0.429,0.405,139.256,203506,4,9,1,2016-02-06,72,2016-01-15,70,85,10094057,1,['20JZFwl6HVl6yg8a4H3ZqK'],0,20JZFwl6HVl6yg8a4H3ZqK
Middle,DJ Snake,0g5EKLgdKvNlln7TNqBByK,0.583,0.695,-5.336,1,0.0423,0.0141,0.0,0.0527,0.224,104.879,220573,4,10,1,2016-02-06,75,2016-08-05,58,83,7169181,2,"['540vIaP2JwjQb9dm3aArA4', '0CjWKoS55T7DOt0HJuwF1H']",9,540vIaP2JwjQb9dm3aArA4
7 Years,Lukas Graham,5kqIPrATaCc2LqxVWzQGbk,0.765,0.473,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,237300,4,11,1,2016-02-06,80,2016-04-01,0,78,1733449,1,['25u4wHJWxCA9vO0CzxAbK7'],10,25u4wHJWxCA9vO0CzxAbK7
Lean and Dabb,iLoveMemphis,3anp5nvmUKwMBEIEL1sPHR,0.795,0.6459999999999999,-9.001,1,0.436,0.0192,0.0,0.278,0.619,80.027,237053,4,10,1,2016-02-06,44,2015-12-18,20,54,104168,1,['3GsIlcwgQDJVjHD82mbA0Z'],8,3GsIlcwgQDJVjHD82mbA0Z
Lazarus,David Bowie,3Vn9oCZbdI1EMO7jxdz2Rc,0.66,0.695,-6.896,0,0.029,0.0466,0.145,0.0854,0.506,129.972,382386,4,15,1,2016-01-30,58,2016-01-08,0,82,6105063,1,['0oSGxfWSnnOXhD2fKuz2Gy'],9,0oSGxfWSnnOXhD2fKuz2Gy
Blackstar,David Bowie,0Fao855T3klV3REFRFHRF3,0.366,0.552,-8.35,1,0.0317,0.206,0.0595,0.17800000000000002,0.114,97.98,597933,4,28,1,2016-01-30,51,2016-01-08,0,82,6105063,1,['0oSGxfWSnnOXhD2fKuz2Gy'],6,0oSGxfWSnnOXhD2fKuz2Gy
Drunk on Your Love,Brett Eldredge,1jNNHFZmRGXZFHlil5uhei,0.443,0.831,-5.606,1,0.0616,0.414,0.0,0.204,0.588,182.064,173960,4,7,1,2016-01-30,62,2015-09-11,60,70,1197938,1,['0qSX3s5pJnAlSsgsCne8Cz'],11,0qSX3s5pJnAlSsgsCne8Cz
Bang My Head (feat. Sia & Fetty Wap),David Guetta,53Y0kdCa1CZ9gRqEuknfwy,0.599,0.8690000000000001,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061,193333,4,10,1,2016-01-30,63,2015-11-27,268,89,21655033,1,['1Cs0zKBU1kc0i8ypK3B9ai'],0,1Cs0zKBU1kc0i8ypK3B9ai
Heartbeat,Carrie Underwood,05BgC2247XGi8ySwBzOO0o,0.54,0.7659999999999999,-4.478,1,0.05,0.606,0.0,0.0903,0.435,139.999,209920,4,9,1,2016-01-23,59,2015-10-23,436,75,4220760,1,['4xFUf1FHVy696Q1JQZMTRj'],1,4xFUf1FHVy696Q1JQZMTRj
oui,Jeremih,0PJIbOdMs3bd5AT8liULMQ,0.418,0.7240000000000001,-3.724,1,0.0964,0.213,0.0,0.112,0.604,78.521,238320,5,11,1,2016-01-23,75,2015-12-04,93,82,4605509,1,['3KV3p5EY4AvKxOlhGHORLg'],5,3KV3p5EY4AvKxOlhGHORLg
Sugar (feat. Francesco Yates),Robin Schulz,5tf1VVWniHgryyumXyJM7w,0.636,0.815,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,219043,4,10,1,2016-01-23,77,2015-09-25,0,84,2565674,2,"['3t5xRXzsuZmMDkQzgOX35S', '5X1JzPIIonP3u9lA580pPT']",5,3t5xRXzsuZmMDkQzgOX35S
2 Phones,Kevin Gates,0wdKiSBUT7aZkXUIdJWcwC,0.895,0.6809999999999999,-5.267,0,0.358,0.157,0.0,0.189,0.5539999999999999,121.918,240000,4,8,1,2016-01-23,69,2016-01-29,11,80,3707051,1,['1gPhS1zisyXr5dHTYZyiMe'],7,1gPhS1zisyXr5dHTYZyiMe
Nobody To Blame,Chris Stapleton,4WRRCuJYRq7gUKiupxVH9W,0.534,0.6659999999999999,-9.471,1,0.0335,0.0143,0.0615,0.113,0.59,87.40100000000002,244146,4,11,1,2016-01-23,63,2015-05-04,6,79,2699576,1,['4YLtscXsxbVgi031ovDDdh'],9,4YLtscXsxbVgi031ovDDdh
Watch Out,2 Chainz,22DKsoYFV5npPXmnPpXL7i,0.899,0.504,-6.757999999999999,0,0.5,0.826,0.0,0.052000000000000005,0.537,129.89,207813,4,12,1,2016-01-16,61,2015-07-22,66,83,5852027,1,['17lzZA2AlOHwCwFALHttmp'],8,17lzZA2AlOHwCwFALHttmp
Mr. Misunderstood,Eric Church,79dlQxvdsCDApoM8XChkpy,0.385,0.8079999999999999,-6.67,1,0.045,0.0629,0.0,0.33,0.546,129.22,319240,4,8,1,2016-01-16,58,2015-11-11,230,78,2744368,1,['2IvkS5MXK0vPGnwyJsrEyV'],7,2IvkS5MXK0vPGnwyJsrEyV
Break On Me,Keith Urban,2wu2C3Tij2Prb7LIbutDqB,0.618,0.764,-7.086,1,0.0299,0.379,0.000211,0.108,0.447,87.012,208360,4,9,1,2016-01-16,52,2016-05-06,560,78,3939242,1,['0u2FHSq3ln94y5Q57xazwf'],8,0u2FHSq3ln94y5Q57xazwf
Confession,Florida Georgia Line,6IFPfV8PNSYOmufzQ95hmm,0.5489999999999999,0.878,-5.066,1,0.0358,0.106,6.07e-05,0.17600000000000002,0.44,104.98,190640,4,8,1,2016-01-16,60,2014-10-14,193,82,4021067,1,['3b8QkneNDz4JHKKKlLgYZg'],1,3b8QkneNDz4JHKKKlLgYZg
Zero,Chris Brown,3wrP2GVxWH8VpHPOsKhYgz,0.731,0.818,-4.564,0,0.0638,0.0517,0.0,0.0743,0.812,120.993,214600,4,7,1,2016-01-09,56,2015-12-18,568,92,12514551,1,['7bXgB6jMjp9ATFy66eO08Z'],1,7bXgB6jMjp9ATFy66eO08Z
Hallelujah,Lindsey Stirling,1ekYzXIWgelL4Ai3pXMOfe,0.155,0.324,-10.15,1,0.0393,0.836,0.0637,0.0785,0.0776,177.201,198093,3,10,1,2016-01-09,49,2018-10-19,0,71,1627181,1,['378dH6EszOLFShpRzAQkVM'],2,378dH6EszOLFShpRzAQkVM
Little More (Royalty),Chris Brown,4lvQiZUhHgG8Oldd8S97hd,0.632,0.516,-8.088,1,0.035,0.0195,0.0,0.139,0.328,133.71,260453,4,10,1,2016-01-09,52,2015-12-18,568,92,12514551,1,['7bXgB6jMjp9ATFy66eO08Z'],6,7bXgB6jMjp9ATFy66eO08Z
Really Really,Kevin Gates,10I3CmmwT0BkOVhduDy53o,0.762,0.6659999999999999,-6.055,1,0.0916,0.00427,0.0,0.127,0.278,118.97,232093,4,9,1,2016-01-09,70,2016-01-29,9,80,3707051,1,['1gPhS1zisyXr5dHTYZyiMe'],0,1gPhS1zisyXr5dHTYZyiMe
Let It Go,James Bay,13HVjjWUZFaWilh2QUJKsP,0.546,0.311,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,260533,4,11,1,2016-01-09,73,2014-12-15,0,79,3097839,1,['4EzkuveR9pLvDVFNx6foYD'],1,4EzkuveR9pLvDVFNx6foYD
Stick Talk,Future,20fAoPjfYltmd3K3bO7gbt,0.7290000000000001,0.672,-6.749,1,0.282,0.0265,0.0,0.244,0.595,159.903,171333,4,7,1,2016-01-09,60,2015-07-17,149,91,9437495,1,['1RyvyyTE3xzB2ZywiAwp0i'],7,1RyvyyTE3xzB2ZywiAwp0i
Get Ugly,Jason Derulo,1dl3vuXJS9anUXE7XnNP75,0.75,0.6829999999999999,-4.829,0,0.12,0.0462,1.32e-06,0.297,0.539,111.066,200492,4,10,1,2016-01-09,64,2015-05-29,286,91,8402478,1,['07YZf4WDAMNwqr4jfgOZ8y'],9,07YZf4WDAMNwqr4jfgOZ8y
Mary Did You Know - The Voice Performance,Jordan Smith,0Mfbc7b4veAMEiWOffph5q,0.522,0.41,-4.998,0,0.026,0.787,0.0,0.124,0.459,103.102,199760,4,10,1,2016-01-02,31,2015-12-16,4,56,69558,1,['6TV0LZ3BaEun0OQEh96elP'],6,6TV0LZ3BaEun0OQEh96elP
Burning House - The Voice Performance,Emily Ann Roberts,4hgrcrkcaHtsdKU35RZyn6,0.516,0.311,-5.8420000000000005,1,0.0279,0.835,0.0,0.14300000000000002,0.481,141.83,186853,4,11,1,2016-01-02,24,2015-12-16,0,35,9542,1,['4ZuggB1YawAAZOBL4pI9J8'],2,4ZuggB1YawAAZOBL4pI9J8
Back To Sleep,Chris Brown,6dlpABcXrQKRU9G00i6Zba,0.647,0.6459999999999999,-5.483,0,0.243,0.0424,0.0,0.0888,0.721,92.981,201253,4,10,1,2016-01-02,63,2015-12-18,567,92,12514551,1,['7bXgB6jMjp9ATFy66eO08Z'],9,7bXgB6jMjp9ATFy66eO08Z
You Should Be Here,Cole Swindell,63thx7OANplv4I4BQsanHk,0.489,0.6409999999999999,-4.455,1,0.0282,0.0592,0.0,0.0857,0.303,136.095,190173,4,9,1,2016-01-02,64,2016-05-06,77,70,1430730,1,['1mfDfLsMxYcOOZkzBxvSVW'],7,1mfDfLsMxYcOOZkzBxvSVW
Climb Every Mountain - The Voice Performance,Jordan Smith,6GtMaEfcLyzwfglzSlqzyX,0.211,0.498,-5.391,1,0.028,0.447,7.72e-05,0.159,0.362,99.428,190440,4,11,1,2016-01-02,28,2015-12-16,4,56,69558,1,['6TV0LZ3BaEun0OQEh96elP'],6,6TV0LZ3BaEun0OQEh96elP
Good To Be Alive (Hallelujah),Andy Grammer,3gHc5XTAywdFQUsHS6DD7G,0.797,0.8959999999999999,-3.678,1,0.0512,0.0349,0.0,0.635,0.685,120.037,189098,4,9,1,2016-01-02,60,2015-11-20,61,79,854669,1,['2oX42qP5ineK3hrhBECLmj'],5,2oX42qP5ineK3hrhBECLmj
God Only Knows - The Voice Performance,Jordan Smith,26BvbgWisvyequ09r52TDA,0.544,0.5589999999999999,-3.713,0,0.0297,0.399,0.0,0.118,0.5589999999999999,117.906,168560,4,9,1,2016-01-02,30,2015-12-16,4,74,899029,2,"['6TV0LZ3BaEun0OQEh96elP', '4bYPcJP5jwMhSivRcqie2n']",6,6TV0LZ3BaEun0OQEh96elP
Sorry Not Sorry,Bryson Tiller,16bHRxM89ue0TiCKARYbRp,0.6809999999999999,0.608,-6.093,1,0.207,0.0477,0.0,0.225,0.262,97.934,200760,4,12,1,2016-01-02,63,2015-10-02,7,84,4445271,1,['2EMAnMvWE2eb56ToJVfCWs'],1,2EMAnMvWE2eb56ToJVfCWs
Hollow,Tori Kelly,160hN2OsDXnmgExwtG7cvD,0.606,0.6559999999999999,-6.85,0,0.0361,0.0187,0.006540000000000001,0.44,0.454,126.044,210606,4,9,1,2016-01-02,55,2015-11-02,21,87,9655431,2,"['1vSN1fsvrzpbttOYGsliDr', '0c173mlxpT3dSFRgMO8XPh']",2,1vSN1fsvrzpbttOYGsliDr
Somebody To Love - The Voice Performance,Jordan Smith,3RWzLyBUqoBSX4jTAHo4TP,0.483,0.853,-3.969,1,0.0491,0.0755,0.0,0.223,0.39,111.001,216213,3,6,1,2015-12-26,36,2015-12-16,3,56,69558,1,['6TV0LZ3BaEun0OQEh96elP'],8,6TV0LZ3BaEun0OQEh96elP
Hands To Myself,Selena Gomez,1LoriJC05IrHIDwj3q0KC1,0.8109999999999999,0.499,-7.1610000000000005,0,0.118,0.0147,2.44e-06,0.342,0.466,111.016,200680,4,8,1,2015-12-26,65,2015-10-09,216,90,23277010,1,['0C8ZW7ezQVs4URX5aX7Kqx'],5,0C8ZW7ezQVs4URX5aX7Kqx
Dessert,Dawin,0mxoXsr14ILAYcXZBMJcOs,0.866,0.731,-5.226,1,0.0407,0.0796,0.0,0.0402,0.765,97.03,210893,4,11,1,2015-12-26,55,2015-09-25,0,58,207568,1,['46GXASE9LHzyssNqKOInUu'],6,46GXASE9LHzyssNqKOInUu
Backroad Song,Granger Smith,6naYpFIKihKbGg6lGxpveI,0.488,0.833,-6.5710000000000015,1,0.0437,0.0352,0.0172,0.34,0.7509999999999999,174.00599999999997,236786,4,10,1,2015-12-26,61,2016-03-04,0,67,276342,1,['4sTFGCigAQIUiEy8wSSQNF'],11,4sTFGCigAQIUiEy8wSSQNF
Random,G-Eazy,422lAAWQO9TqL1LxIPdhOn,0.607,0.7829999999999999,-6.891,1,0.139,0.0036,0.0,0.21600000000000005,0.182,87.02600000000002,180333,4,9,1,2015-12-26,60,2015-12-04,9,85,4645154,1,['02kJSzxNuaWGqwubyUba0Z'],9,02kJSzxNuaWGqwubyUba0Z
Sorry,Rick Ross,6adehXz8vMUmXWJhEIdE6e,0.616,0.642,-7.274,0,0.0935,0.13699999999999998,0.0,0.0958,0.6859999999999999,82.75,330506,4,16,1,2015-12-26,53,2015-12-04,152,92,16865841,2,"['1sBkRIssrMs1AbVkOJbc7a', '7bXgB6jMjp9ATFy66eO08Z']",8,1sBkRIssrMs1AbVkOJbc7a
Drifting (feat. Chris Brown & Tory Lanez),G-Eazy,5sv4LTz8qayQYnXlzaxg2x,0.523,0.757,-6.772,0,0.138,0.00199,0.0,0.3,0.375,134.828,273253,4,13,1,2015-12-26,59,2015-12-04,9,92,20467826,3,"['02kJSzxNuaWGqwubyUba0Z', '7bXgB6jMjp9ATFy66eO08Z', '2jku7tDXc6XoB6MO2hFuqg']",6,02kJSzxNuaWGqwubyUba0Z
Hallelujah - The Voice Performance,Jordan Smith,3LLYIitFpZSmXY95rQxw0E,0.401,0.373,-6.947,1,0.0257,0.797,0.0,0.117,0.109,94.523,189093,3,8,1,2015-12-19,37,2015-12-16,2,56,69558,1,['6TV0LZ3BaEun0OQEh96elP'],2,6TV0LZ3BaEun0OQEh96elP
Down In the DM,Yo Gotti,1LxKKYsJNPeBdOwdudsJzv,0.7759999999999999,0.662,-7.016,0,0.0489,0.00157,2.1e-05,0.0887,0.324,152.92700000000005,182733,4,9,1,2015-12-19,60,2016-02-19,11,77,3067012,1,['6Ha4aES39QiVjR0L2lwuwq'],1,6Ha4aES39QiVjR0L2lwuwq
One Call Away,Charlie Puth,7soJgKhQTO8hLP2JPRkL5O,0.667,0.613,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,194453,4,8,1,2015-12-19,67,2016-01-29,20,84,11701197,1,['6VuMaDnrHyPL1p4EHjYLi7'],1,6VuMaDnrHyPL1p4EHjYLi7
I’d Just Love To Lay You Down - The Voice Performance,Barrett Baber,31mfhAKOC4q1qSUl8YqiIh,0.412,0.544,-6.496,1,0.0309,0.439,1.74e-05,0.0947,0.412,151.964,194813,4,9,1,2015-12-19,24,2015-12-16,0,28,4669,1,['0lmKvjsV6xcpES9x96iqpf'],7,0lmKvjsV6xcpES9x96iqpf
DADDY,PSY,4fAvxYyU2u4fAJ0dmUsKfw,0.762,0.87,-3.287,0,0.128,0.0788,0.0,0.13699999999999998,0.753,132.049,230635,4,12,1,2015-12-19,61,2015-12-01,47,65,1746798,2,"['2dd5mrQZvg6SmahdgVKDzh', '0tzSBCPJZmHTdOA3ZV2mN3']",6,2dd5mrQZvg6SmahdgVKDzh
Girls Just Want to Have Fun,Madi Davis,62gFelpaDV9TPR4AybUfjK,0.507,0.223,-6.772,0,0.0361,0.924,0.0,0.223,0.392,130.352,170573,3,8,1,2015-12-19,17,2014-08-10,0,17,3758,1,['1ElMTvVPnRlpOIzw5vZXRQ'],2,1ElMTvVPnRlpOIzw5vZXRQ
When We Were Young,Adele,7IWkJwX9C0J7tHurTD7ViL,0.381,0.594,-5.97,1,0.0486,0.348,0.0,0.0925,0.273,143.86,290906,4,13,1,2015-12-12,74,2016-06-24,207,86,23999478,1,['4dpARuHxo51G3z768sgnrY'],3,4dpARuHxo51G3z768sgnrY
