Raised On Rock,Darkthrone,spotify:track:3IBypv3IPjOZaqCMhNZNUT,0.193,0.981,9,-3.383,1,0.12,0.411,0.00172,0.0721,0.128,142.771,4,9,0,,209333,16,2007-09-17,0,49,179073,1,['7kWnE981vITXDnAD2cZmCV']
M' Bife,Amadou & Mariam,spotify:track:0Jt2HSGLDJmUje0kIkq5hj,0.731,0.591,7,-7.232,1,0.0255,0.815,0.00999,0.208,0.415,108.998,4,9,0,,131133,47,2005,0,56,138310,1,['3KH7WsR2JZQ94Ik8SyabU6']
Hung Up,DJ Satomi,spotify:track:3ICzsWM9H84Ht2XySSVtT0,0.484,0.994,5,-3.582,1,0.0598,0.000171,0.0943,0.244,0.395,144.03,4,12,0,,241546,15,2008-11-14,0,49,19269,1,['7MlcYSTwlLeOtBMDJ6WOv5']
Nalguita,Plastilina Mosh,spotify:track:3vEkB7InOc5P7Vs3CNkCB2,0.825,0.804,2,-6.631,1,0.0516,0.0142,0.0497,0.107,0.693,115.003,4,10,0,,254160,54,2006-01-01,0,58,458400,1,['4PtVXWSOmF4Tox1jj6ctSq']
Requiem for O.M.M. 2,of Montreal,spotify:track:2xR5BfKnTF7VHeJZLIZCxh,0.637,0.925,8,-5.418,0,0.0526,0.232,0.00286,0.134,0.842,129.957,4,9,0,,138053,32,2005-04-12,0,57,239110,1,['5xeBMeW0YzWIXSVzAxhM8O']
Tumse Milke Dil Ka (Mix)[Remix By Jatin Sharma],Sonu Nigam,spotify:track:3upEKqHyWkRpkp8oXFwCn0,0.786,0.885,7,-6.885,1,0.0558,0.134,1.51e-06,0.234,0.85,110.019,4,12,0,,296983,9,2004-08-07,0,70,4021985,3,"['1dVygo6tRFXC8CSWURQJq2', '51eL0A60JMNut80ghRbHa6', '2OVLBzkKfXNYjepvdH5oSS']"
Hear Them,Helltrain,spotify:track:4CDTiBUGb9VBRahFP7cN7o,0.489,0.992,7,-3.172,1,0.091,0.000272,0,0.398,0.154,97.494,4,7,0,,242546,7,2008-09-09,0,26,4407,1,['2nyUVmMzlVgyXCiljUoPKj']
Black Metal Supremacy,Genocide Commando,spotify:track:1hrKhgw3FQPZwCr215nCU0,0.185,0.996,11,-5.785,0,0.102,1.46e-05,0.727,0.148,0.0246,170.092,4,11,0,,234746,0,2002,0,0,119,1,['3SqFa8AccBbtN8FaB6NpSN']
Face The Facts,Cro-Mags,spotify:track:7h2r2XGNqeDxAteKssarct,0.426,0.982,6,-4.717,0,0.0577,3.28e-05,0.866,0.0589,0.59,106.411,4,5,0,,100728,19,2000,0,43,64454,1,['5WCrzTQZ6S6EgebqI57Ilg']
Rational Gaze,Meshuggah,spotify:track:5uqr3lCMWkyQx6yTvoMl4F,0.528,0.976,1,-5.157,1,0.0922,4.59e-05,0.0828,0.0944,0.243,133.01,1,11,0,,304493,0,2002-09-16,0,58,408717,1,['3ggwAqZD3lyT2sbovlmfQY']
Monument,A Day To Remember,spotify:track:0EQJal8357aE0QAQsweEAN,0.436,0.936,5,-4.279,0,0.0637,0.000172,0,0.343,0.556,160.097,4,6,0,,228013,51,2008,0,75,1753138,1,['4NiJW4q9ichVqL1aUsgGAN']
Mera Dil Badal De,Junaid Jamshed,spotify:track:1N7ukzKMQltMpI2WZSSwly,0.533,0.254,3,-10.747,1,0.0418,0.9,2.98e-05,0.116,0.411,75.922,4,19,0,,384500,31,2009-01-01,0,35,63929,1,['2DmMcw1UxHSzAEFrMY3r2D']
Ramakrishna Govinda - Raga: Brindavani; Tala: Adi,Bombay Sisters,spotify:track:42PTeQY6v8UKdPiYTNWhr0,0.325,0.547,5,-13.568,1,0.0845,0.541,0.000805,0.331,0.564,80.962,4,21,0,,407186,0,2000-01-01,0,32,26752,1,['3NV4Xf5qhdS0a7dd7E0RnF']
Dumbledore's Army,Nicholas Hooper,spotify:track:2GY8VKvfP3ZtKSk1byDYb1,0.337,0.119,7,-21.437,1,0.0382,0.793,0.794,0.161,0.209,80.265,4,6,0,,160253,55,2007-07-07,0,63,33474,1,['6S9bLkEZSVIcY18RNcNG50']
Rock Vs Single Parents,Mclusky,spotify:track:4QyLPxPt62GYUx6OOrBosY,0.349,0.873,11,-6.736,1,0.098,0.00019,0.129,0.309,0.374,136.143,4,9,0,,186733,8,2004-02-23,0,36,23085,1,['3xA9AB0f4BVjsSlyQc12iE']
North by North,Faded Paper Figures,spotify:track:6kAZRPHGQHryRZbs6Zyh6B,0.7,0.862,8,-7.592,1,0.0301,0.116,0.526,0.0976,0.715,97.507,4,9,0,,274360,36,2008-01-01,0,38,24266,1,['28CxmkDncu1V04LYxfx0eV']
You're Not Here (Silent Hill 3 Remix),Tears of Mankind,spotify:track:6bgaASfxDNnkyKDhSSBHXk,0.363,0.78,7,-7.019,1,0.0427,0.147,0.416,0.144,0.114,133.375,4,11,0,,358333,0,2009-05-15,0,3,312,1,['2e2vo3aiWdjsVaOhjbW9xF']
No Stars over Bethlehem,Protest The Hero,spotify:track:4Mqs6irS9aCNTjXznGfRbe,0.362,0.76,10,-10.179,0,0.0787,2.93e-05,0.0031,0.328,0.321,112.738,3,6,0,,265409,43,2005-08-30,0,53,154101,1,['6z3BjfmgvDUIHaJ0UPTtrQ']
Greenthumb,Bongzilla,spotify:track:1RZahRrClZREl9d2xtGnUf,0.23,0.95,8,-6.288,1,0.0657,0.000173,0.811,0.108,0.302,132.238,4,9,0,,247013,40,2002-09-23,0,36,47121,1,['1qPFzP54oMjiPXpmneoIwF']
Revolution - Tune Up! vs. Cascada Radio Edit,DJ Klubbingman,spotify:track:0ieXYIBp9kBIpSUSC0u57S,0.571,0.985,2,-5.55,1,0.049,0.00709,0.107,0.217,0.632,141.972,4,9,0,,195773,30,2005,0,70,379273,4,"['7aLdm3fTrtk2XiP0GJeFHl', '0N0d3kjwdY2h7UVuTdJGfp', '7otjypawPvh3O1ZXaqW4NY', '082zRlftZ3m400Bu6Q2s2Q']"
Female Buddha Taras Mantra - Tibetan Chant plus Urban Groove,Lama Surya Das & Steven Halpern,spotify:track:3SvZOri3IfrcrlOpbqp8zx,0.587,0.314,8,-15.644,1,0.0324,0.502,0.421,0.0963,0.0714,76.544,4,17,0,,534400,32,2000-10-10,0,36,2932,1,['7usPquMZFXjaDPMptJ3WdX']
Clouds of Dementia,Candlemass,spotify:track:5d6RrofIgTMDCyR3KFcVXm,0.162,0.836,9,-3.009,1,0.0473,0.000111,0.00457,0.174,0.3,86.964,4,13,0,,338893,12,2009-04-03,0,47,117319,1,['7zDtfSB0AOZWhpuAHZIOw5']
Courtin' In The Kitchen,Beatnik Turtle,spotify:track:0K1uVPCcqlZayVVWEBCf17,0.356,0.839,7,-7.372,1,0.0683,0.468,0,0.628,0.944,167.13,4,9,0,,171013,0,2008-01-01,0,2,80,1,['4gLFKgGlbSeeiceJuvTHOw']
May Be,Yiruma,spotify:track:4zFRzp0Gi6FB6YMCZOwzW8,0.467,0.124,1,-22.376,1,0.0511,0.992,0.879,0.0912,0.121,111.942,4,9,0,,240533,56,2001-11-27,0,72,782667,1,['0fauHpmSHwodVYIjTqOGHz']
"Main Titles - The Little Mermaid - From ""The Little Mermaid""/Score",Alan Menken,spotify:track:09HBvmj0dUeQYHGbKJefR5,0.0912,0.195,7,-16.486,1,0.0366,0.811,0.786,0.27,0.158,86.253,4,4,0,,86186,51,2006-01-01,0,65,80927,1,['5sy77gt4bfsLcSQ8GIe4ZZ']
Stretched Linen Over Contorted Bodies,Nero's Day At Disneyland,spotify:track:5PjXD5ZiY9PqjXZDYdUwv3,0.495,0.982,10,-2.964,0,0.141,0.019,0.601,0.0621,0.639,112.659,4,7,0,,198013,28,2009-09-20,0,46,28793,1,['2KHIH3mfq3nZ6LccJ0mfei']
Fire and Ice,Halford,spotify:track:6nxHhlz3oachQrg9BupHMh,0.491,0.956,2,-7.126,1,0.102,1.8e-05,0.000562,0.0649,0.11,137.005,4,7,0,,172360,21,2009-07-01,0,55,205863,2,"['0kq4QvLGV5t1ZoE6ittrLQ', '7CTjkl9M3enzBBfm1u10Sy']"
New Fang,Them Crooked Vultures,spotify:track:7uJLdyIAaYLGT0oLw7I6b3,0.278,0.961,7,-3.845,1,0.0607,7.36e-06,0.000662,0.0268,0.752,189.664,4,10,0,,228639,59,2009-11-17,0,56,397974,1,['4zYQWYmtimAEmI6WWEzGfO']
Wytches' Brew,OMNIA,spotify:track:4uPT39qmM6i6QrR08ltXkq,0.444,0.829,0,-7.284,0,0.199,0.0142,0.00195,0.385,0.546,155.931,3,10,0,,248045,32,2007-08-03,0,50,112407,1,['6frUTw3CamrF5NAGaQchBS']
My Cellmate Thinks I'm Sexy,Cledus T. Judd,spotify:track:7EO0VYUTolL4kFLgRS1zXF,0.679,0.897,10,-4.525,1,0.0462,0.0618,0,0.647,0.83,122.551,4,10,0,,223893,24,2000-11-06,0,34,18240,1,['1AhfLNt7teChymEclbsHlo']
Sweet Little Rock 'N' Roller,Ziggy & The Rhythm Bulldogs,spotify:track:58YGjSLGrFstf5CuL66qrY,0.172,0.697,0,-11.885,1,0.0487,0.266,0.000372,0.191,0.531,152.167,4,13,0,,231933,0,2004-12-01,0,1,45,1,['7hucfvZtgCbi3kxS4Bimhb']
Good Times,Styles P,spotify:track:7cFpB4ozcSwXuhqjvNbrbP,0.697,0.761,11,-7.647,0,0.302,0.157,0,0.789,0.666,81.728,4,10,0,,211493,61,2002-01-01,0,66,411609,1,['2x8KDZdSONA3872CnhaAlX']
Can't Be Saved,Senses Fail,spotify:track:63k8KXOgawK2cNtvm2ZW8y,0.331,0.976,2,-3.242,1,0.113,9.11e-06,0.000117,0.319,0.426,170.059,4,9,0,,187546,61,2006-10-10,0,59,312540,1,['591yCCsZCLXvaJ0Rg38vLZ']
Victims,Frankenbok,spotify:track:5sxX3O4wZB9zK4QjiKyssw,0.436,0.94,1,-4.34,1,0.111,1.57e-05,0.00157,0.0594,0.141,92.502,4,9,0,,198945,2,2005,0,10,831,1,['7zodrzDbBSSds26aw3dSKk']
Indifference,Moby Grape,spotify:track:71qY74W8V7Kndw2tx3nr9J,0.326,0.658,6,-10.45,0,0.0533,0.00644,0.0158,0.156,0.255,141.731,4,12,0,,253106,16,2007-05-10,0,33,32633,1,['0NHSh9S0VQiFfsEFbvhRXN']
Divebomb - Crystal Castles Remix,The Whip,spotify:track:15AUTpJrFlVlxy4w1Cln76,0.58,0.755,0,-11.098,0,0.0412,0.00133,0.0102,0.117,0.645,127.009,4,11,0,,343733,20,2007-06-25,0,66,823319,2,"['4M2H1fDQR5ygAi7MMOVxAA', '7K3zpFXBvPcvzhj7zlGJdO']"
Metal Is The Law,Massacration,spotify:track:4S19lGrWWK5THBmb5dAjL1,0.286,0.987,0,-5.449,1,0.195,0.000255,0.000795,0.0842,0.154,163.072,4,10,0,,225746,41,2005-10-10,0,42,71468,1,['7GhebLBMgszGbtbmjq4HHB']
Inner Metal Cage,Blut Aus Nord,spotify:track:3Klz7FMA1FJ7I1GL2DQFpS,0.49,0.586,0,-5.338,1,0.043,0.000115,0.861,0.0842,0.0334,114.967,4,3,0,,175506,9,2003-03-17,0,36,41180,1,['0c0xIXQhCbmtvzM93liaSf']
Tujh Mein Rab Dikhta Hai - Ii,Shreya Ghoshal,spotify:track:4Q3oEhpsDommo2naYhCpAl,0.334,0.3,2,-12.359,0,0.0377,0.863,1.62e-06,0.195,0.158,147.076,4,5,0,,101799,54,2008-11-06,0,76,5414564,1,['0oOet2f43PA68X5RxKobEy']
El Microscopico Bikini,Los Straitjackets,spotify:track:1t5N8zg0NDQcoGbhlyvBF5,0.667,0.894,9,-5.341,1,0.0318,0.626,7.17e-06,0.138,0.971,139.81,4,8,0,,171093,16,2007-04-03,0,44,31737,1,['5a1rrmsSJwko0HqT6HvteB']
From tha Streets to tha Club,Big Poppa,spotify:track:2tWmbBFMSewBbyZryeZElX,0.655,0.69,1,-5.542,1,0.125,0.00814,0,0.37,0.592,81.021,4,13,0,,234106,9,2005-01-01,0,61,715106,3,"['2h1hD8R5Y4eaxsL80EKiPm', '6aIm51fHkokqlJn2vzNTH8', '3cG2arURkdI88tL8FOV4td']"
Nemesis,VNV Nation,spotify:track:5DxW0gp4HK99iYx9mCuQQq,0.534,0.874,5,-7.005,1,0.0443,0.00238,0.00785,0.0939,0.688,160.011,4,12,0,,270466,26,2007-04-10,0,54,126646,1,['4KlYg0F5KG9QNDFKaeTNAy']
Caja de Metal,Khafra,spotify:track:3tn0SS6FToqZQuyQIeXXMW,0.486,0.991,11,-2.38,0,0.0999,0.000108,0.0208,0.212,0.353,118.485,3,9,0,,224893,12,2009,0,18,2322,1,['0ihzl14dtKADBcwu1YbLgo']
Back in Your Head,Tegan and Sara,spotify:track:2Pdo1VvYDB9FqeuNx8D1FW,0.752,0.799,5,-7.455,1,0.0284,0.0357,0.0366,0.0872,0.817,141.447,4,11,0,,180533,50,2007-07-24,0,64,520085,1,['5e1BZulIiYWPRm8yogwUYH']
Cross And Evil Woman Blues,Rev. Gary Davis,spotify:track:2LSQbjttPH8GfMqm6IniQ7,0.586,0.0976,4,-17.64,1,0.0611,0.989,0.0472,0.266,0.841,146.461,3,9,0,,182047,25,2003,0,35,21481,1,['7DtrCdyysCDj5BlVKcassv']
The Ones,Aesthetic Perfection,spotify:track:75bIRlw76cMP2kj7VtIgQy,0.527,0.952,6,-6.144,0,0.0427,0.0105,0.161,0.271,0.604,94.016,4,15,0,,382813,40,2008-01-01,0,47,51825,1,['1Jgp0YCPHCJx5XD7nlfGVN']
Move Your Body,Blessed By A Broken Heart,spotify:track:4DsIR3smuYhX01eCLFa3An,0.45,0.963,10,-3.478,0,0.128,0.00188,0,0.23,0.501,172.241,4,12,0,,208533,33,2008-07-13,0,30,8916,1,['3IN6GYf5xcFCPn6hfGVcZT']
Nineteen,Tegan and Sara,spotify:track:4d5Fh06O9uexQSlbi8i3v5,0.432,0.848,0,-5.144,1,0.0987,0.223,0.000194,0.113,0.188,147.398,4,8,0,,176106,43,2007-07-24,0,64,520085,1,['5e1BZulIiYWPRm8yogwUYH']
Folk Dance No 2,Neil Ardley,spotify:track:4Moy6hKEfAaQQBIZ2F2vWD,0.271,0.535,7,-13.637,1,0.054,0.774,0.779,0.171,0.44,110.778,4,12,0,,270080,0,2007-07-27,0,9,983,1,['5USolWK9HbWLfMFQIMWIIN']
Just Can't Hate Enough,Sheer Terror,spotify:track:1qrzQuZ0CegX3PQtrsek7R,0.352,0.995,8,-4.283,1,0.135,0.0168,0,0.241,0.162,91.86,4,4,0,,104600,33,2003-11-25,0,31,13973,1,['2AFPWhrVDLjiVNMpbou4jU']
Rosemary Lane,Espers,spotify:track:7zkVLsLo9dsyPtfovwoJeZ,0.596,0.49,7,-6.654,0,0.0268,0.394,0.00145,0.104,0.337,118.833,3,12,0,,281600,3,2006-07-03,0,21,5777,1,['5oskjjKT8YsWJV0o8NEV9R']
Boneyard,The Dreadnoughts,spotify:track:5nqk8EGrgmyDgCHHVcquSm,0.413,0.822,2,-5.881,1,0.0305,0.0166,0.0258,0.0487,0.569,104.019,4,9,0,,212453,30,2009,0,55,60196,1,['0tfnDOJ5a2ib3mHAI4qGyD']
Oru Sevattha Ponnu - Language: Tamil; Genre: Folk,Pushpavanam Kuppusamy,spotify:track:0jxAqt5hEzLa0PFlMMxkIO,0.618,0.567,11,-7.069,0,0.062,0.298,0,0.0506,0.852,104.062,3,18,0,,360533,0,2003-01-01,0,34,5719,1,['7mlyuQNP02Vp1Jyio9KJrO']
Inner Cities II,Alvin Curran,spotify:track:4mV8jh5GVX5xMhcGCFuRfN,0.362,0.00131,1,-31.666,0,0.0585,0.995,0.893,0.0959,0.0356,66.491,3,44,0,,1223040,15,2007-07-16,0,50,15557,2,"['6ywzDJKoA3PbCiD16Vh1hI', '400JXdqRhBKf0A6qNoLCSJ']"
Don't You Evah,Spoon,spotify:track:7BL20x1o7Xp13doge3OeRP,0.77,0.615,6,-7.165,1,0.0294,0.0425,0,0.169,0.961,120.891,4,7,0,,216720,53,2007-07-10,0,63,471886,1,['0K1q0nXQ8is36PzOKAMbNe']
Mercedes,La Maison,spotify:track:1SGx9IPwhUzGPormYhgQs2,0.647,0.554,7,-4.964,1,0.0384,0.005,0.882,0.121,0.495,119.002,4,8,0,,192893,22,2009-12-21,0,12,211,1,['76635xN6JCIlFqenpFLRAd']
Monster Rock (Live),The Monsters,spotify:track:40u0c0yhJtwCMcJbu3ZRNK,0.337,0.736,10,-7.036,1,0.11,0.823,0.00087,0.152,0.506,149.627,4,6,0,,156800,0,2006-11-01,0,31,1861,1,['44A6Em5NA3VNnbqk0d8buD']
Trisagion At the Funeral Procession,Choir of the Monks of Chevetogne,spotify:track:34hHg65uqI02a46064SUE4,0.2,0.0507,10,-19.08,0,0.0363,0.986,0.00144,0.115,0.0416,75.174,1,9,0,,243333,9,2000-12-12,0,29,1262,1,['0EZvxwVGQim1vZFiJLkh1p']
Beaches and Friends - Hey Champ Remix,French Horn Rebellion,spotify:track:2pXw7EJak4GZFcnWbYp2KW,0.661,0.772,3,-6.395,0,0.0422,0.227,0.15,0.351,0.749,125.976,4,13,0,,286000,0,2009-08-11,0,45,20661,2,"['6G5wDM1Vmsscql7qRtcLH0', '0WC3MGsrMnUl9kZgk1YM5W']"
Punk Rock Academy,Atom And His Package,spotify:track:5OiU7zKphuAFstYF1AQyAM,0.655,0.786,7,-4.423,1,0.344,0.693,0,0.665,0.461,90.105,4,10,0,,192026,0,2004-04-06,0,27,7066,1,['4I6LjrgKVERp2HF7y5LbkF']
Cry (Beach House Mix),Afterlife,spotify:track:28cRcmFEutvhhYvmqndoP1,0.653,0.918,11,-7.913,0,0.0374,0.0067,0.678,0.15,0.721,125.003,4,9,0,,354317,11,2001-01-01,0,50,17151,1,['6gnvHPFDgWP4LiES4X0Ajz']
Stop and Say You Love Me,Evans Blue,spotify:track:2DP3p7m0haDyzcvX8ikRZq,0.462,0.868,9,-4.766,1,0.154,0.00633,0,0.227,0.392,179.997,4,8,0,,182226,30,2006-01-01,0,54,199052,1,['6pDRa5fS3myWSP0fpIUcNl']
All I Need - Visa Mix,Visa,spotify:track:0ZV3nxGaKza1L80GC8vXth,0.629,0.998,9,-3.772,1,0.156,0.0346,0.00793,0.223,0.196,170.955,4,11,0,,389400,2,2009-08-24,0,33,1363,1,['0NPzxa6Zh2dXlSiBX29rCE']
Things That Rhyme With Orange,I Set My Friends On Fire,spotify:track:77vNp4OsXJdDt3OwlQW0HS,0.458,0.939,5,-3.702,1,0.115,0.016,0,0.288,0.447,168.158,4,8,0,,204440,49,2008-10-07,0,45,93382,1,['2QF7jwUc5zgjSbOTYh1xV0']
World Of No Tomorrow (Live),Nausea,spotify:track:6sHxXaehC3hSnz4Y0iEws8,0.429,0.938,11,-5.243,1,0.154,0.000451,0.793,0.0982,0.588,88.652,4,5,0,,78053,4,2005,0,28,497,1,['2ppBcpxOqehpLJuJQIRnKM']
Hurting Not Helping,Bury Your Dead,spotify:track:6OVzJOLKXD2Cg5XurQdyfr,0.518,0.947,11,-4.28,0,0.136,2.5e-06,0.582,0.392,0.199,120.0,4,12,0,,250026,39,2009,0,39,52627,1,['2cGTjGiqVo9E2NQIz3lP9D']
Los Chicos,Jazz Juice,spotify:track:6OqXqX1QxMDatt5auRKLmI,0.749,0.781,6,-8.847,0,0.0412,0.122,0.732,0.073,0.652,99.992,4,11,0,,320678,33,2006-11-13,0,28,3125,1,['5xlK36TR6Mu1nnwM2sFb6p']
Sri Lalitha Sahasranamam,Mambalam Sisters,spotify:track:08zwsTsonRiiiBIy4ghZNE,0.701,0.247,6,-12.655,1,0.144,0.778,0,0.077,0.7,118.516,5,97,0,,2104346,23,2004-05-01,0,39,8212,2,"['7BeUVblb8JKctsmtZWCsOl', '5Rj7UMjxB4u5OZnS5c1rXF']"
Cielos Que Lloran,INSITE,spotify:track:1YMUqYf5tNsXJEzaBlswnz,0.45,0.958,0,-4.764,0,0.0778,0.00338,0,0.0829,0.296,95.089,4,6,0,,173133,45,2007-03-01,0,48,83570,1,['2Dh7EC5nA37i7JH3UNB8YX']
Roobaroo,A.R. Rahman,spotify:track:3vqJY3pVELLIxqXXyI08yr,0.675,0.582,9,-8.891,1,0.0277,0.661,5.56e-06,0.0854,0.538,120.991,4,14,0,,282973,56,2005-12-04,0,76,8835321,2,"['1mYsTxnqsietFxj1OgoGbG', '7FaGCZiP3s6X7jQTB8EhfI']"
Tearin' It Up,Gramatik,spotify:track:05rbTsgovBYa0JIund4MrS,0.843,0.889,9,-4.385,0,0.135,0.0965,0.115,0.0389,0.556,106.938,4,9,0,,256437,43,2009-12-09,0,63,566408,1,['179BpmLkQCRIoU68Co80f5']
Matilda,Harry Belafonte,spotify:track:6MTVp1wE6KEQo0f91UHM9e,0.647,0.468,8,-8.834,1,0.37,0.479,0,0.0559,0.954,87.458,4,10,0,,193373,26,2005-08-16,0,62,120575,1,['6Tw1ktF4xMmzaLLbe98I2z']
Last Smile,LOVE PSYCHEDELICO,spotify:track:2VLahyfOp1t3SMuU2HeQvx,0.685,0.741,4,-4.914,0,0.027,0.615,2.4e-05,0.152,0.542,88.958,4,14,0,,346506,47,2000-11-01,0,48,148111,1,['5V7OCRPNS7vBRLRkrMVNqp']
Popotitos,Los Straitjackets,spotify:track:5Z0LAvBAucVyMAeAlryK0B,0.587,0.7,1,-8.638,0,0.0375,0.0108,0.0301,0.0845,0.934,143.724,4,9,0,,188466,16,2007-04-03,0,44,31737,1,['5a1rrmsSJwko0HqT6HvteB']
T.R.U.C.E. - Feat. Noyz Narcos,Metal Carter,spotify:track:56NzgFq1viM4sSwejDkPfa,0.47,0.672,7,-6.247,0,0.378,0.247,0,0.289,0.646,84.224,4,5,0,,159880,14,2009-11-22,0,40,18651,1,['0H4qKbzvpxPEz0Vbm7ULo4']
Whatever Happened To My Rock 'N' Roll (Punk Song),Black Rebel Motorcycle Club,spotify:track:5y6jYH75dBoOuNYR5FEy69,0.239,0.969,2,-3.345,1,0.0782,0.00155,6.33e-05,0.646,0.117,146.463,4,6,0,,278240,30,2001,0,59,429621,1,['1tpXaFf2F55E7kVJON4j4G']
Goner,Born To Hula,spotify:track:0eGGYmvTtSKgx1I5GfS0wm,0.528,0.844,9,-6.3,0,0.168,0.0158,0,0.0715,0.954,177.187,4,7,0,,130600,0,2008-09-24,0,3,265,1,['6eKjEHJBWldh7oT7KWGaEo']
Black Grease,The Black Angels,spotify:track:5YPRNCNurmqByhXOZpZK4b,0.407,0.868,7,-7.848,1,0.0306,0.000327,0.391,0.119,0.257,138.535,4,10,0,,272600,44,2006,0,52,189898,1,['0VNWuGf8SMVU2AerpdhMbP']
What This Means To Me,I See Stars,spotify:track:3r46RT7dY4iYnOih2dy37G,0.45,0.946,5,-7.102,1,0.0638,0.00161,0,0.128,0.326,140.036,4,7,0,,202800,34,2009-04-14,0,59,340560,1,['3iCJOi5YKh247eutgCyLFe']
Santa Maria (del Buen Ayre),Gotan Project,spotify:track:3AMvzYLjoxevynLF1TSgQx,0.888,0.54,9,-9.361,1,0.0572,0.0473,0.706,0.0492,0.248,118.003,4,14,0,,357960,44,2001,0,57,269151,1,['44ejFPE33H5aOInxNV2BFP']
Pop 7,GAS,spotify:track:49Z5MnD5QJQKjha1SK9k3f,0.396,0.855,3,-15.572,0,0.0648,0.238,0.948,0.0955,0.183,113.936,4,28,0,,902600,9,2008-06-02,0,40,26375,1,['0J8cNhY7V2NoRt9O6uCeUX']
The Phantom Of the Opera,Andrew Lloyd Webber,spotify:track:4EaBMhUIOfnFEbIgqCfKbi,0.444,0.608,2,-12.175,0,0.0532,0.168,3.36e-06,0.118,0.354,119.985,4,9,0,,216133,60,2004-12-10,0,68,218653,3,"['4aP1lp10BRYZO658B2NwkG', '7H25O93TTUoaZ0ZaFk318U', '6JcDqt1rBKIWfnoPjXFYqc']"
Have Faith In Me,A Day To Remember,spotify:track:5D25Vmd458UZ6n27g76d3l,0.507,0.933,0,-4.7,1,0.0868,7.12e-05,0,0.105,0.714,149.998,4,9,0,,188813,61,2009,0,75,1753138,1,['4NiJW4q9ichVqL1aUsgGAN']
Sarahdus - Folk Aesthetic Version,Tenhi,spotify:track:55DGvINRsT0GB0iiOBLG7Q,0.134,0.107,5,-15.447,0,0.0375,0.915,0.958,0.0919,0.0375,65.684,4,10,0,,396093,3,2007-08-10,0,34,17851,1,['7jd9BYVXgcRC0yfoC7NGWW']
Like an Empty House,Trampled by Turtles,spotify:track:6J7lnsT84QKecjH16PS51J,0.543,0.549,7,-8.383,1,0.0327,0.756,0.00042,0.0866,0.534,124.943,4,17,0,,348626,17,2007-03-19,0,60,272009,1,['3GjVVVcFmUgEJEAAsbGkf4']
Jump That Rock (Whatever You Want) - Radio Edit,Scooter,spotify:track:4vOCytgBWBxZpky5UTZxgi,0.517,0.934,2,-6.221,1,0.103,0.00841,0.00275,0.306,0.257,146.007,4,10,0,,203587,0,2009-07-06,0,72,959101,2,"['0HlxL5hisLf59ETEPM3cUA', '4gIdjgLlvgEOz7MexDZzpM']"
Deewangi Deewangi,Shaan,spotify:track:7emLx4rVwr0tPyjktu7A7U,0.725,0.918,9,-4.875,1,0.0447,0.0289,5.13e-06,0.602,0.927,107.975,4,14,0,,352388,50,2007-09-18,0,76,12776752,5,"['5cB4d4jPYjMT326sjihQ4m', '70B80Lwx2sxti0M1Ng9e8K', '0oOet2f43PA68X5RxKobEy', '3eDT9fwXKuHWFvgZaaYC5v', '0uwp0t2eE8qxCatuNX23ch']"
"Dooriyan (From ""Love Aaj Kal"")",Mohit Chauhan,spotify:track:5doYtCoJ8KpfkFczP3F2ad,0.517,0.716,7,-6.582,0,0.0509,0.611,0,0.11,0.594,122.952,4,16,0,,337360,45,2009-06-27,0,71,2300400,1,['5GnnSrwNCGyfAU4zuIytiS']
Alones,Aqua Timez,spotify:track:1o3BiqN7TPPLlvLC1TnXMX,0.524,0.958,9,-3.91,0,0.0682,0.000781,0,0.306,0.505,92.84,4,10,0,,259933,55,2006,0,56,264353,1,['2XhA8BOHxO5NwbY6q3W8mD']
Fast Forward Rock´n´roll,The Carburetors,spotify:track:1x85xNSGMnBkMB0fOOwUAd,0.36,0.956,0,-2.165,1,0.102,0.0116,1.44e-05,0.479,0.436,115.135,4,6,0,,127066,20,2004,0,34,11028,1,['7KQDCEtQTBAtcTJNgezwCD']
Disjustice,Sam Black Church,spotify:track:1oKXOpEyLe7asD1y938cco,0.391,0.725,2,-11.217,1,0.0977,2.36e-06,0.512,0.0693,0.214,95.709,4,10,0,,220600,1,2006-02-05,0,13,1304,1,['3ppT9krw1TptkMvJeL7SuH']
Bowery,Smog,spotify:track:2mA1ENzpH6cCSFJEVJUdsm,0.701,0.278,11,-16.356,1,0.0355,0.473,0.366,0.0971,0.199,129.65,4,8,0,,203266,0,2006,0,50,41451,1,['2ajVJyxI4sHmTMtTA3ENko']
Ultraviolence,Heartsrevolution,spotify:track:278jNnN1Xi00rkNwJPOItD,0.67,0.938,7,-5.104,1,0.0633,0.112,0.233,0.0603,0.961,119.999,4,8,0,,209093,18,2009-01-12,0,24,11316,1,['3iW3xACztLZanYgwCXSYAx']
Footprints - Remastered,Wayne Shorter,spotify:track:2JITVZu8o6ls9k8SoMRy7w,0.53,0.454,7,-11.19,0,0.028,0.768,0.116,0.113,0.492,135.947,3,23,0,,449773,45,2003-01-01,0,52,138183,1,['0ZqhrTXYPA9DZR527ZnFdO']
Jazz,Leron Thomas,spotify:track:4BZk2ednDl35V8jbPsv1Ti,0.481,0.0112,1,-31.868,1,0.0418,0.936,0.4,0.108,0.0569,88.113,3,7,0,,108266,0,2006-01-01,0,47,2885,1,['0lVzm0fYj4BredTD0LMdSY']
